comments,label
username ini lagi pemikiran manusia bodoh eehh tante ibu oma empo otak lu picik bngt ya dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek stupid human,0
heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok an baik sama dese lah apa kabar yg sering baperan sama laki orang ga pada nyadar diri tuh pemujanya att bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja att dan mojokin viaa dese juga manusia keles ahh,0
username itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja mungkin lebih parah kalo org sudah sok bener mah gitu pdhal ini kan media sosial hak dia dong instagram juga instagram dia yg penting kan nyinyir gak pake ig s,0
username bisa nya cuma ngatain org nyindir siapa netijen goblog banyakan masyako,0
username cara didik ortunya nagita b makanya amat sangat heran dg balajaer kan nagita yah yg dirugikan sm junjunganny knp dia yg dibenci bodoh bgt asli,0
username pdhl km lebih kampungan loh pake kerudung tapi mulutnya cuihh,0
belajaer tuh apa ya hahahaha bela artis ampe sebegitunya manusah begoh,0
username iya banyak berarti mereka norak kampyuung coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaat jangan diliat aja coba di telaah deh dikasih tau contoh artis yang better eh jawabannya begini ya cocok la,0
username gak usah sok jadi high class mba liat komenmu sendiri memang semua artis itu sama beda mbak ada yg suka curhat di ig ada yg curhat ke temen ada yg curhat ke tuhan ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya yg curh,0
username lah goblok amat gak semua netizen yg kontra sm postingan si via ini bakajaer kali mba mas ih goblok kok dipiara lol,0
ini siapa sih emg artis ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,0
username baru itu aj kn mba apa lagi kaya agnes mo bnyk penghargaan ny tp kampungan beda am yg ini,0
munafik bgt yg ngomong curhat di sosmed kampungan gua yakin elu juga kitu keleuss wkkwkww mending mba via dia artis cantik bs nyanyi la elu pada lbh kampungan wkwkwkwkw,0
username wawan zz emng ini artis ga punya tmn apa dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,0
lemes ya mulutnya berani lewat ststus udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak mm artis masih kampungan sih ya jadi wajar lah ya,0
username main main lah ke jawa timur biar ga begok,0
username dia udah nunjukin karyanya situ pny karya apa karya nyinyir hidupnya via tolol,0
username siapa bilang gw fansnya via duh nantangin gw nih org anak tolol ank alay jablay,0
username yutub apaan ya mba aplikasi baru ya sy taunya youtube mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh mreka jg di bayar apalagi klo bnyk yg ntn video mreka sekolah yg bener deh mba biar pinter generasi muda,0
gue suka gangerti deh yaa kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu padahal att nya aja biasa aja fansnya sih yg bikin jelek orang kalo di sangkut pautin mulu jg lama lama gerah kali,0
jujur aja ya ni org malah ban kaga oplas ada tu foto dia sblm dn sesudah oplas dioplas mukanya aneh kyknya gagal oplasnya,0
noraak abiis baru kebeli emas az pamer aplg mainan berlian ciinn,0
before and after pasca oplas ga ngefek ya tetep jelek serem mukanya ahahahhaha,0
salfok ke mukanya sumpah jelek oplas apaan model begitu failed,0
norak bener kegaet penjahat baru rasa,0
najis apalagi philipine biasa bgt kali sana aj bangga jd perusak moral ko bangga najis banget liatnya ckp sini aj komen ny dia pngn ngetop lwt nitezerre wkwkwk ngarep laku,0
yang gua bingung jujur kenapa media pada rebutan ngeliput ini orang kayaknya cuman net doang media informasi yang masih waras,0
bukankah jedun yg ga becus jadi perempuan terhormat ga becus jadi perempuan cerdas ga becus jadi perempuan yg mencari suami sah bukan suami orang ga becus jadi perempuan yg menghindari narkoba ga becus jadi perempuan yg menjaga nama baik keluarga semoga hanya ada satu perempuan yg kayak kamu di dunia ini ya jedun,0
cewe yg bgni yg hrsnya gosong jd abu aja di kebakaran pabrik yg lg viral kmrn tu bnr slain ga brguna gda otak cm modal ngangkang trs gebet laki org trs bangga btw klo emg instastory nya buat nyindir sesebini tua mah ehh at least biar ga becus jd prewi tp becus cuii jd emak buktinya anak nya bejibun trs smua pro ke emaknya drpd bapaknya,0
hahaha kasian ya gak becus jadi perem harus ngerebut laki orang dulu biar dikata perempuan dasar perempuan tak sadar diri ente cuy,0
dasar artis abal abal enggk laku di layar kaca udh enggk ada duit kere miskin jadi maen dukun buat minta elmu pelet perebut suami org yg kaya,0
ih dia kan paling becus makrum paling becus ngrebut suami orang hehe,0
ee si pelacur situ becus jd brempuan emang becus jadi sampah sih iya edeuuh lonte lonte,0
biarin puas puasin mumpung deseu masih brasa muda ntar klo dah tua juga nyaho karma itu ada,0
dia ini punya anak perempuan lho ibu macam apa contohin jelek ke anaknya jauh dari kata becus ini perempuan amit amit,0
kaya becus aja jd permpuan dia yng becus jd perempuan ko sukanya sm laki orng heheh,0
yg gk becus tuh loh jedun hidup nya cuma bisanya ngerusak kbhgiaan org lain mau hidup serba mewah tp mau krja mlh morotin laki org karma psti akn mnghampirimu,0
gue gak suka sm ni orang idupnya kebanyakan ribut,0
yg nama ny plagiat ya plagiat walaupun laku tp tetep ajah ciptaan dri hasil plagiat wkwkwkwk gua mah ogah dwngerin ajah udh pngen muntah,0
dasar plagiat semuanya ga bisa kreatip memalukab bgt,0
dan dengan begonya dia bilang apanya yang sama yaa liriknya aja tentang percintaan gitu kok lagu saya bener tolol si ayu gapunya kuping apa orang yg dipermasalahin nadanya,0
itu pacarnya anggel pietrs kali dan cowok itu juga masih bocah username yaelah jes terxta kelakuan mu sama aja sprti ayuting hidupmu penuh dengan drama murahan,0
japok gateel emang uda jelas dia ada main sama si mamad sampe si jessica dimusuhin deddy corbuzier aja jijik sama si japok semenjak nagita diundang di hitam putih berarti nagita cerita di belakang panggung itu aja sih menurut gue,0
username lebih memalukan anda buk ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor,0
wah itu kerdus mulutnya busuk jangan jangan sampah makanannya,0
username tai loe di gedein b buat pupuk jngan bacot loe goblok nih cewek knpa bawa suku,0
lah elo artis apaan papan blenyek aja belagu amat artis apaan kga populer sama sekalu hahaha,0
anang muka nya kaya babii gitu aja di demenin jijikk,0
kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya punya hati dan otak kan dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan jadi jangan seenak nya menjudge orang seperti itu kaya udah sempurna aja lo username,0
ga pantes dipanggil ustad org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam kacian istri pertamanya ga tw malu istri keduanya hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo,0
biadab klo nanti anak lo di bully gue mampusin ya,0
dasar anjing tuh cowok bukan org berani sama cowok biasa one by one jangan sama yg lemah dasar yah cowok jaman skrg casing doank cowok nyali nya lebih dari banci,0
username iya kasian si micin padahal perusahan produk micin mengiklan kan kalo masak tambahkan micin biar tambah sedap netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin justiceformicin,0
wahh jngn ini vidio lama kok bajunya norak bngtt seorang ayuu terlihat murahaan,0
username bego lo ya,0
editan banget itu ya ampun si mommy lambe kehabisan gosib ya buat si pelakor,0
yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc otak lu rusak min,0
cuma org govlok yg prcya ayu slgkuh sma rafi buktinya rafi sma gigi skrg baek aja dan ktamu ayu itu pelakor suami siapa yg rebut woyy skrg ayu punya suami fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,0
username hoy barisan sakit hati jijikk banget fans billy mah alhamdulillah bgt billy putus sama manusiaa buluk ituu itu yg ditunggu lama akhiry putus juga dan sekarang kobil jg jijik sama ni orang v,0
mba username kalau kamu gak ngerasa cinlok sama babang anthony terus kalian awalnya ketemu dimana sih di sinet boy kan alah ngaku ajaa berarti kan mba dumang cinlok jangan sok bilang gak cinlok itu namanya pembodohan wajar dong netizen bilang ratu cinlok kenyataan emang ya kan jangan marah resiko jadi artis hahahhaa pinter ya mba kalau mau cari alasan hahahahaha,0
username noh urus tu kuin lu biar ga gatel nempel ama laki orng masyarakat udh tau kali japok gundik janda gatel udh kenyataan nya begtu katanya anak sholehah agama nya kuat tapi mata kuliah agama cma dpt katanya agama nya kuat tpi hamil di luar,0
username bilang tu sama kuin lu jangan gesek grepe ama lakik orng ga malu apa udh hamil di luar nikah kegatelan amat jadi janda,0
username please lo jangan bela pelakor ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri dia lagi menjalani sanksi sosialnya kenapa valakor mesti dibenci karna biar ga ada valakor lainnya di indonesia biar musnah sem,0
najis ini baru muakk menjijikan pelakor jijik,0
semoga pelakor kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya,0
sedih ya skrg ngamen di kawinan org mantan istri mahh naik pesawat jet bhay pelakor botakbego,0
username heehh lo pelakornya yaakk ngapa lo jadi emosi situu kenal gw kalo berani pake akun asli dong pantes pake akun bodong ngerebut laki orang juga diem keceplosan yak pake aku bodong ngakak guee lucu lo,0
wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,0
username wakakak banyak lah cerita kyk gituu buat pembelajaran aja jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama bakalan hancuurr bookk ga bohong deh bakalan kere bakalan kismin bakalan nyungsep emang yg ngatur rezeki tu tuha,0
ini cwenya yg bego apa cwonya yg pinter ya emg lakinya kaya atau macho atau apa gitu plus nya kayanya cuma jago gombal atau maennya gesit ulala ngakakabis,0
username kamu itu yg bodoh ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu emang dasar kamu benci ayu klo,0
username saya mah lihat yg terlihat jelas bukan main prasangka kayak elu elu itu haters kayak dukun dukun titisan dajjal sok pinter tapi otak kosong sorry ye gue bala nabi muhammad yg percaya klo udh ditunjukkin saksi dan bukti klo,0
mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh aja nih jaer amis jijik sumpah soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut,0
ini siapa sih si enji hartis kah males banget jijik laki model beginian mah gak ada tanggung jwbnya ayu bunting di tinggalin anak gak di akuin skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya najongg jijik betoll dah deh min gak usah di bahas lagi laki macam begini hartis aja bukan gak ada panutan yg bisa di ambil username,0
username bego nya lagi pede amat ngomong seolah yg dia bilang paling bener padahal bukti aja kaga ada mau keliatan pinter jatohnya bego,0
yang pada bilang enji ganteng bebas slingkuh bego kali ganteng pala lu bau menyan gada ganteng ganteng nya kebanyakan gaya kek mantan bini depok nya,0
sebenarnye cocok enji sama att sama sama gateel hahah pantesan si tongtong dipertemukan dgn enji udh hukum alam klw jodoh kita cerminan diri kita nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye sama aja kek enji hah,0
username oalaahh semakin banyak aja pelakor laki nya jg kegatelan tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw,0
begitulah laki ya sis lebih suka pecun murahan daripada prempuan baik berjilbab ato pintar enji kok downgrade sih dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi jeleknya seleramu,0
motorninja aj songong amat mba org yg punya mobil lamborgini aj biasa wae kok,0
goblok gua nonton berkali kaget juga,0
ga usa pake anjing babi kalo gw bls gitu wkwk,0
oh ini toh yang kemaren tidak menghargai karya orang dan seenaknya bilang jelek banget aduh itu penganten perempuan nya kekenyangan yah ampe kembung gitu perut nya pepuralugu,0
dari awal percaya gimik raffi gigi dn att sehingga att peserta keluarga di hujad dn anak ny di hujad semakin kesini penonton semakin di bodohin semakin publik tertuju mereka yg kasihan para penghujad ga apa lah ayu ga ada di pesbukers biar dia ngeluarkn album baru single baru setelah para artis halan keluar nengri gimik apa lagi yoo,0
kalo bener gimmick bodoh banget si ayu cuma demi rating popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat,0
susah otaknya diemvang mah bikin rusuh dilapak orang,0
najiiss kayak si mba dese ga gitu ajaa hahahahaha maling teriak maling ngaca buuk,0
username iyak kaa hahahahah geli bgt gasih sama att ih kampung abis,0
jogetnya bikin ngakakk anjirr kampungan banget username username,0
b la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego username,0
yg bego mah elu ibu mana sih yg mau ngasih contoh buruk ke anaknya pake mata lo emg ada di dugem bawa anak bego sih _ jaman udah texas dan gue jamin dijaman anaknya jga pasti udh lebih texas selagi ga ngerugiin lo yaudah sewot banget,0
si wanita jahiliyah lesbi skrg udh py pacar lg kasian anaknya kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya dia ktakutan anak nya masuk islam pdhl bp nya prnh nuntut anaknya memeluk islam udh di ksh nikmat anak org msh aja begajulan,0
username gw tanya emang kador artis beneran komen lo tolol sumpah masa harus kenal dia buat nilai dia artis atau bukan hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung lo tau kan bedanya artis dg selebgra,0
username hahahaa trs gue tanya lo tolol pake nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman mana ada cowok tu,0
username maklumin shaay fans gatis keras itu otaknya bebel realita seperti apa jg ga bakalan dia terima seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad pdhl kan yg jadiin si mamad gede ph n,0
username bee idih najong lu tag org nimbrung aja kek mujaer lo dia ga bakal terkenal klo ga bawa nama ayu ting ting sm nagita duh bego dipiara kesian,0
langsung saja bilang siapa yg di maksud klu gini namanya munafik,0
jedar emg muka kali didepan baik dibelakang busuk mulutnya kek banci cucoklah banci tu,0
amit amit deh orang jahat penjilat pembohong pelakor jijik banget,0
wkwkwkwk ya allah ya tuhan ku knp lah org munafik ni tp sok suci mulan jamela kan ayu ting ngikuti jejak bukan wkwkwk username,0
dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya skrg hdp ny mkin anjlok malah bunda maya yg sring jelong kluarnegri,0
hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain,0
hemm capekmiskin sist skrg blik kere lg jd artis jg laku dah lah karma tu pasti ada username dr pada sirik nyinyirin nyonya tuh bantuin jualan cireng nya tuh cilok nya tuh untunnya buat liburan monaco jangan bromo trus,0
kepo juga sm nyonyiah lu jongos username emng tetehlu pas hamil peak udeh dinikahin brojol anak br di sirih emng lontee kelas akun jamahliur dan junjungan hehe,0
eh jongos cba gue duluan yg nanya sm lu emng nyonyiah ada gembar gembor udah nikah adakah nyonyiah ngaku udeh nikah dr pada tetehlu yg lonte perek itu tiba brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng fitna keji haha lonte menolak lupa xixix username,0
username sini gua jawab curr ya bunmai sdh pernah nikah tp sekarang janda dia janda karena suami nya di rampas mulan jameela menjijikkan banget ya mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang dani suami bersama aduha udh wanita be,0
username lucu aja ya sist lonte di bela matian guoblok di pelihara di bayar berapa gt sama muljamban sampe bikin account username mau maia nikah atau blm nikah apa urusan situ kelihatan nyinyirnya sirik nya sekarang balik,0
yaela muljem kyak stu bner aja gag inget apa udh ngrusak kbhagian klwrga org bego prtahanin gini ini,0
banyak lakik doyan banci jadi banci kawinin banci jijik,0
username itu comment yg tidak anda lihat ada brp banyak jangan jadi pengguna medsos yg bodoh jangan asal bunyi situ sehat pakai hijab masi nyinyir aja,0
username malu tuh sama kerudung kamu sayang sama ibadah nya sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah,0
username tolong di baca arti dr comment saya udah kerdus bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin jd udah kerdungab ga sesuai mulut besok makan salmon kalo mampu besok aku tak deliv ke rumahmu,0
maaf mukanya jelek terus attitude nya buruk spesialis plagiat dan ketauan pula,0
ini orang otaknya ga pernah di sekolahin ya itu resiko ketika udah upload sesuatu di sosmed ya pasti bakal dapet perbincangan dari netizen public figure kok ga ada otaknya,0
artis kampungan wkwk,0
iyaa gue pernah pacaran udah nikah malah tapi gak senorak eloo gak risih emang jgn asal aplod perhatiin followers lu yg lumayan banyak itu tar kebawa norak,0
y ampun pnyanyi dangdut kurang tenar songong bangt bacotnya pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko instastory,0
waaoo sopan sekali bahasami menunjukkan kelasmu heehh yg repot ama hidup lu siapahh elu live nampilin hal gak penting yg nggilanikk menjijikkan diliat org banyak ya pantes lah dikomen klo gak mw dikomen videoin pribadi aja nonton sendiri lu ama kluarga lu di rmh nambah lagi niy ertong yg gak pny attutude kampungan,0
norak sih kayak ga ada malunya kl dia bilang terserah dia ya udah simpan fotonya gak perlu dibagi kesemua orang lah ini dipamer kemana resikolah dinyinyiri orang insecure banget kudu ya pamer gitu biar semua orang ngerti kl si mbaknya udh py pacar yg bisa dipamer pantatnya kampung bgt,0
koq marah sehh dasar wanita kampungan,0
kampungan artis yg numpang tenar gara mukanya mirip katy perry doangö,0
susah kalo artis kampung,0
ah min gue lama gak suka sama akun ini nih berita nya basi lo liat dong min itu si kellen sama amora lagi dateng pake ikut jingkrak kok lo saring dulu dong min biar berita nya gak blunder lo posting juga tu kd udah posting videon kellen ma amora lagi joget ma si arsya arsyi,0
username iya km bening kelewat bening jadi buluk kan ya mbak mbaknya baru nelen apasih komen kaya gini apa baru kesurupan,0
kita sekeluarga sangat ngefans dan kagum lihat username semua nya deh tapi lihat anak nya yg jelek buluk kan username hermansyah username kutuk kan apa yg menimpa bunda kd untung allah swt sudah menggantikan amora dan adik nya gemezz lihat nya cocok banget jadi anak artis se class bunda kd,0
emang dasar si anak nya aja yg lebay urusan pribadi di umbar biar di blow up hadehh gunanya whatsapp sms or telp buat apa suka aneh,0
coba liat bibir mu sayang seperti pantat ayam wajah mu bulukan seperti kentut perfectoo,0
gagal fokus dengar suaranya koq jengkel ya dengernya sorry cuman manusia biasa kalo jengkel,0
muljem ngomong gak jelas blepotan gak nyadar mau idup enak aja pake rebut laki orang dulu,0
lucu ya si yg bikin kata bawa tuhan kalau dah kepepet masa dia ga tau ibarat apa org yg merusak rumah tangga org ibarat merobohkan bangunan masjid mbak nya bayangin aja seberapa besar nya dosa mu nasi dah jdi bubur mba nya moga bisa bahagia di dunia,0
iyah bener tidak akan merubah pandangan tuhan terhadap kita terutama elu setan makanya mikirr suami majikan kok diembat,0
gilingan mulan jalang lg kasih ceramah hahahaha dasar cireng gak tau diri gak pernah ngaca si cireng lg ceramah sok kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini,0
ya pandangan tuhan terhadap lo juga jelek sih gue rasa dikira perebut suami orang tuh mulia apa dimata tuhan,0
karna sejatinya kau adalah setan berwujud manusia karna pekerjaan setan ya menggoda manusia,0
pernah ngga mba username baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan gw aja ketawa bacanya krn terwakili ya ngapain buang wktu ketemu orang gak mutu dng si mulan msh untung nyempetin bs nuli disini biar nyadar tuh pelakor ga punya harga diri mending ketemu org baik spt bunmai ketularan aura positifnya,0
editanx paraahh oplas aj laah nyai drpd ngedit gn hahaa kn maluu,0
jelek lecek bantet,0
gini amat pengen tenar ya ampuun malu kalo jadi anaknya yah kasian,0
heran gw mak username knp dia masih aja di pake ma an di pesbu kasus ny bederet skandal bertubi gk ada malu ny muka tembok sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini,0
wey org goblok juga bisa bedain vape shisha sm rokok jelas jelas lo ngerokok pake acara ga ngaku segala,0
